Name 	 Score 	 Formula 																										
conservation of energy 	0	 {\displaystyle \sigma _{\Omega }={\frac {\mathrm {d} \sigma }{\mathrm {d} \Omega }}} 																										
conservation of energy 	0	 {\displaystyle \sigma _{E}={\frac {\mathrm {d} \sigma }{\mathrm {d} E}}} 																										
conservation of energy 	0	 {\displaystyle \sigma _{\Omega ,E}={\frac {\partial ^{2}\sigma }{\partial \Omega \partial E}}} 																										
conservation of energy 	0	 {\displaystyle \Sigma =n_{\mathrm {a} }\sigma _{\mathrm {a} }} 																										
conservation of energy 	0	 {\displaystyle \Psi ={\frac {\mathrm {d} R}{\mathrm {d} a}}} 																										
conservation of energy 	0	 {\displaystyle c_{\mathrm {t} }={\frac {F_{\mathrm {T} }}{\rho n^{2}d^{4}}}} 																										
conservation of energy 	0	 {\displaystyle {\mathit {Lg}}={\frac {l\Delta p}{\eta v}}} 																										
conservation of energy 	0	 {\displaystyle {\mathit {El}}={\frac {t_{\mathrm {r} }\nu }{r^{2}}}} 																										
conservation of energy 	0	 {\displaystyle {\mathit {Go}}={\frac {vl_{\mathrm {b} }}{\nu }}{\sqrt {\frac {l_{\mathrm {b} }}{r_{\mathrm {c} }}}}} 																										
conservation of energy 	0	 {\displaystyle {\mathit {Stk}}_{1}={\frac {\nu }{d^{2}f}}} 																										
conservation of energy 	0	 {\displaystyle {\mathit {Stk}}_{2}={\frac {r^{3}gm}{\nu ^{2}}}\left({\frac {1}{\rho }}-{\frac {1}{\rho _{\mathrm {b} }}}\right)} 																										
conservation of energy 	0	 {\displaystyle {\mathit {Stk}}_{3}={\frac {v\nu }{gl^{2}}}} 																										
conservation of energy 	0	 {\displaystyle {\mathit {Stk}}_{4}={\frac {F_{\mathrm {D} }}{\eta vl}}} 																										
conservation of energy 	0	 {\displaystyle {\mathit {Be}}_{1}={\frac {\Delta pl^{2}}{\eta \alpha }}} 																										
conservation of energy 	0	 {\displaystyle {\mathit {Gr}}^{*}=-{\frac {l^{3}g\Delta x}{\rho \nu ^{2}}}\left({\frac {\partial \rho }{\partial x}}\right)_{T,p}} 																										
conservation of energy 	0	 {\displaystyle j^{*}={\frac {k}{v}}\left({\frac {\nu }{D}}\right)^{2/3}} 																										
conservation of energy 	0	 {\displaystyle {\mathit {Be}}^{*}={\frac {\Delta pl^{2}}{\eta D}}} 																										
conservation of energy 	0	 {\displaystyle N_{mg}=B{\sqrt {\frac {l\sigma }{\eta v}}}} 																										
conservation of energy 	0	 {\displaystyle A=\iint \mathrm {d} x\mathrm {d} y} 																										
conservation of energy 	0	 {\displaystyle V=\iiint \mathrm {d} x\mathrm {d} y\mathrm {d} z} 																										
conservation of energy 	0	 {\displaystyle e={\frac {c}{a}}} 																										
conservation of energy 	0	 {\displaystyle {\underline {Z}}={\underline {U}}/{\underline {I}}} 																										
conservation of energy 	0	 {\displaystyle {\boldsymbol {J}}=\rho {\boldsymbol {v}}} 																										
conservation of energy 	0	 {\displaystyle H=\sum p_{i}{\dot {q}}_{i}-L} 																										
conservation of energy 	0	 {\displaystyle \gamma ={\frac {c_{p}}{c_{V}}}} 																										
conservation of energy 	0	 {\displaystyle {\mbox{Anion Gap}}=[{\mbox{Na}}^{+}]-([{\mbox{Cl}}^{-}]+[{\mbox{HCO}}_{3}^{-}])} 																										
conservation of energy 	0	 {\displaystyle \operatorname {grad} (T)={\begin{pmatrix}{\frac {\partial T}{\partial x}}\\{\frac {\partial T}{\partial y}}\\{\frac {\partial T}{\partial z}}\end{pmatrix}}} 																										
conservation of energy 	0	 {\displaystyle C_{\mathrm {B} }\left\langle {\boldsymbol {v}}_{\mathrm {B} }\right\rangle =-D\,\operatorname {\mathbf {grad} } {C_{\mathrm {B} }}} 																										
conservation of energy 	0	 {\displaystyle K={\frac {q}{\Delta T}}} 																										
conservation of energy 	0	 {\displaystyle S=\int \limits _{t_{1}}^{t_{2}}E\,\mathrm {d} t} 																										
conservation of energy 	0	 {\displaystyle I_{D}=\int \limits _{\mathrm {S} }{\boldsymbol {J}}_{D}\cdot {\boldsymbol {e}}_{\mathrm {n} }\mathrm {d} A} 																										
conservation of energy 	0	 {\displaystyle N={\frac {f}{D}}} 																										
conservation of energy 	0	 {\displaystyle R_{\mathrm {m} }=U_{\mathrm {m} }/\Phi } 																										
conservation of energy 	0	 {\displaystyle {\mathit {Gr}}={\frac {l^{3}g\alpha _{V}\Delta T}{\nu ^{2}}}} 																										
conservation of energy 	0	 {\displaystyle {\mathit {Ra}}={\frac {l^{3}g\alpha _{V}\Delta T}{\nu \alpha }}} 																										
conservation of energy 	0	 {\displaystyle R={\frac {\Delta T}{\dot {Q}}}} 																										
conservation of energy 	0	 {\displaystyle Q_{\mathrm {v} }=K_{\mathrm {m} }\int \limits _{0}^{\infty }Q_{\mathrm {e} ,\lambda }(\lambda )V(\lambda )\mathrm {d} \lambda } 																										
conservation of energy 	0	 {\displaystyle K=-p/\vartheta } 																										
conservation of energy 	0	 {\displaystyle K=-V{\frac {dp}{dV}}} 																										
conservation of energy 	0	 {\displaystyle {\mathit {St}}={\frac {K}{\rho vc_{p}}}} 																										
conservation of energy 	0	 {\displaystyle {\mathit {Ec}}={\frac {v^{2}}{c_{p}\Delta T}}} 																										
conservation of energy 	0	 {\displaystyle {\mathit {Ste}}={\frac {c_{p}\Delta T}{Q}}} 																										
conservation of energy 	0	 {\displaystyle {\mathit {Br}}={\frac {\eta v^{2}}{\lambda \Delta T}}} 																										
conservation of energy 	0	 {\displaystyle RV+ERV} 																										
conservation of energy 	0	 {\displaystyle j={\frac {K}{c_{p}\rho v}}\left({\frac {c_{p}\eta }{\lambda }}\right)^{2/3}} 																										
conservation of energy 	0	 {\displaystyle {\mathit {Mg}}={\frac {l\Delta T}{\eta a}}{\frac {\mathrm {d} \gamma }{\mathrm {d} T}}} 																										
conservation of energy 	0	 {\displaystyle \mu _{\mathrm {m} }={\frac {\mu }{\rho _{\mathrm {m} }}}} 																										
conservation of energy 	0	 {\displaystyle Q=\operatorname {Im} {\underline {S}}} 																										
conservation of energy 	0	 {\displaystyle L_{P}=10\lg {\frac {P}{P_{0}}}\mathrm {dB} } 																										
conservation of energy 	0	 {\displaystyle R=10\lg {\frac {1}{\tau }}\mathrm {dB} } 																										
conservation of energy 	0	 {\displaystyle w={\frac {1}{2}}\rho _{\mathrm {m} }u^{2}+{\frac {1}{2}}{\frac {p^{2}}{\rho _{\mathrm {m} }c^{2}}}} 																										
conservation of energy 	0	 {\displaystyle \eta ={\frac {P_{\mathrm {out} }}{P_{\mathrm {in} }}}} 																										
conservation of energy 	0	 {\displaystyle {\mathit {Cl}}={\frac {vl\rho }{\lambda \Delta T}}} 																										
conservation of energy 	0	 {\displaystyle a={\frac {\lambda }{\rho c_{p}}}} 																										
conservation of energy 	0	 {\displaystyle FE_{Na}{=}100\times {\frac {\rm {sodium_{urinary}\times creatinine_{plasma}}}{\rm {sodium_{plasma}\times creatinine_{urinary}}}}} 																										
conservation of energy 	0	 {\displaystyle p_{i}={\frac {\partial L}{\partial {\dot {q}}_{i}}}} 																										
conservation of energy 	0	 {\displaystyle L_{p}=10\lg {\frac {p_{\mathrm {RMS} }^{2}}{p_{0}^{2}}}\mathrm {dB} } 																										
conservation of energy 	0	 {\displaystyle P={\frac {1}{T}}\int \limits _{0}^{T}p\,\mathrm {d} t} 																										
conservation of energy 	0	 {\displaystyle \delta =\operatorname {arctan} d} 																										
conservation of energy 	0	 {\displaystyle n={\frac {\mathrm {d} N}{\mathrm {d} t}}} 																										
conservation of energy 	0	 {\displaystyle k=2\pi \sigma } 																										
conservation of energy 	0	 {\displaystyle k=\omega /c=2\pi /\lambda } 																										
conservation of energy 	0	 {\displaystyle {\underline {S}}={\underline {U}}{\underline {I}}^{*}=P+jQ} 																										
conservation of energy 	0	 {\displaystyle L(q_{i},{\dot {q}}_{i})=T(q_{i},{\dot {q}}_{i})-V(q_{i})} 																										
conservation of energy 	0	 {\displaystyle t=T-T_{0}} 																										
conservation of energy 	0	 {\displaystyle w_{\mathrm {H} _{2}\mathrm {O} }={\frac {u}{1+u}}} 																										
conservation of energy 	0	 {\displaystyle w_{\mathrm {d} }=1-w_{\mathrm {H} _{2}\mathrm {O} }} 																										
conservation of energy 	0	 {\displaystyle \phi =v/v_{\mathrm {sat} }} 																										
conservation of energy 	0	 {\displaystyle \Psi =r/r_{\mathrm {sat} }} 																										
conservation of energy 	0	 {\displaystyle {\boldsymbol {J}}_{\mathrm {tot} }={\boldsymbol {J}}+{\boldsymbol {J}}_{D}} 																										
conservation of energy 	0	 {\displaystyle k=\left|L_{mn}\right|/{\sqrt {L_{m}L_{n}}}} 																										
conservation of energy 	0	 {\displaystyle \sigma =1-k^{2}} 																										
conservation of energy 	0	 {\displaystyle d=1/Q} 																										
conservation of energy 	0	 {\displaystyle W=\int \limits _{t_{1}}^{t_{2}}p\,\mathrm {d} t} 																										
conservation of energy 	0	 {\displaystyle V={\frac {\int _{0}^{\infty }\Phi _{\mathrm {e} ,\lambda }(\lambda )V(\lambda )\mathrm {d} \lambda }{\int _{0}^{\infty }\Phi _{\mathrm {e} ,\lambda }(\lambda )\mathrm {d} \lambda }}={\frac {K}{K_{\mathrm {m} }}}} 																										
conservation of energy 	0	 {\displaystyle K(\lambda )=K_{\mathrm {m} }V(\lambda )} 																										
conservation of energy 	0	 {\displaystyle \Phi _{\mathrm {p} }={\frac {\mathrm {d} N_{\mathrm {p} }}{\mathrm {d} t}}} 																										
conservation of energy 	0	 {\displaystyle I_{\mathrm {p} }={\frac {\mathrm {d} \Phi _{\mathrm {p} }}{\mathrm {d} \Omega }}} 																										
conservation of energy 	0	 {\displaystyle L_{\mathrm {p} }={\frac {\mathrm {d} I_{\mathrm {p} }}{\mathrm {d} A}}{\frac {1}{\cos {\alpha }}}} 																										
conservation of energy 	0	 {\displaystyle E_{\mathrm {p} }={\frac {\mathrm {d} \Phi _{\mathrm {p} }}{\mathrm {d} A}}} 																										
conservation of energy 	0	 {\displaystyle M_{\mathrm {p} }={\frac {\mathrm {d} \Phi _{\mathrm {p} }}{\mathrm {d} A}}} 																										
conservation of energy 	0	 {\displaystyle H_{\mathrm {p} }={\frac {\mathrm {d} N_{\mathrm {p} }}{\mathrm {d} A}}} 																										
conservation of energy 	0	 {\displaystyle x_{10}={\frac {X_{10}}{X_{10}+Y_{10}+Z_{10}}}} 																										
conservation of energy 	0	 {\displaystyle \alpha _{\mathrm {m} }={\frac {\alpha }{\rho _{\mathrm {m} }}}} 																										
conservation of energy 	0	 {\displaystyle \chi =\alpha V_{\mathrm {m} }} 																										
conservation of energy 	0	 {\displaystyle L_{E}=10\lg {\frac {E}{E_{0}}}\mathrm {dB} } 																										
conservation of energy 	0	 {\displaystyle r'=10\lg {\rho }\,\mathrm {dB} =20\lg {r}\,\mathrm {dB} } 																										
conservation of energy 	0	 {\displaystyle \alpha =\delta +\tau } 																										
conservation of energy 	0	 {\displaystyle 206.835-\left(1.015\times {\frac {n_{w}}{n_{st}}}\right)-\left(84.6-{\frac {n_{sy}}{n_{w}}}\right)} 																										
conservation of energy 	0	 {\displaystyle 0.39\times {\frac {n_{w}}{n_{st}}}+11.8\times {\frac {n_{sy}}{n_{w}}}-15.59} 																										
conservation of energy 	0	 {\displaystyle 1.043\times {\sqrt {n_{wsy\geq 3}}}\times {\frac {30}{n_{st}}}+3.1291} 																										
conservation of energy 	0	 {\displaystyle 0.1579\left({\frac {\mbox{difficult words}}{\mbox{words}}}\times 100\right)+0.0496\left({\frac {\mbox{words}}{\mbox{sentences}}}\right)} 																										
conservation of energy 	0	 {\displaystyle 5.88\times {\frac {n_{c}}{n_{w}}}+29.6\times {\frac {n_{st}}{n_{w}}}-15.8} 																										
conservation of energy 	0	 {\displaystyle 0.5\times {\frac {n_{w}}{n_{st}}}+4.71\times {\frac {n_{c}}{n_{w}}}-21.34} 																										
conservation of energy 	0	 {\displaystyle 0.4\times \left({\frac {n_{w}}{n_{st}}}+100\times {\frac {n_{wsy\geq 3}}{n_{w}}}\right)} 																										
conservation of energy 	0	 {\displaystyle {\frac {n_{w}}{n_{st}}}+{\frac {100\times n_{wsy\geq 7}}{n_{w}}}} 																										
conservation of energy 	0	 {\displaystyle {\frac {\left(100-{\frac {100\times n_{wsy\leq 2}}{n_{w}}}\right)+\left(3\times {\frac {100\times n_{wsy\geq 3}}{n_{w}}}\right)}{100\times {\frac {n_{st}}{n_{w}}}}}} 																										
conservation of energy 	0	 {\displaystyle {\frac {n_{w}}{n_{st}}}\times 10\times {\frac {n_{wsy\geq 2}}{n_{w}}}} 																										
conservation of energy 	0	 {\displaystyle {\frac {n_{wsy\geq 7}}{n_{st}}}} 																										
conservation of energy 	0	 {\displaystyle {\frac {n_{c}}{n_{w}}}\times {\frac {n_{w}}{n_{st}}}} 																										
conservation of energy 	0	 {\displaystyle Q={\frac {1}{e}}\iiint (3z^{2}-x^{2}-y^{2}-z^{2})\rho (x,y,z)\mathrm {d} x\mathrm {d} y\mathrm {d} z} 																										
conservation of energy 	0	 {\displaystyle {\dot {\Phi }}={\frac {\mathrm {d} \Phi }{\mathrm {d} t}}} 																										
conservation of energy 	0	 {\displaystyle \operatorname {Alt} \alpha ={\frac {1}{k!}}\sum _{\sigma \in S_{k}}(\operatorname {sgn} \sigma )(^{\sigma }\alpha )} 																										
conservation of energy 	0	 {\displaystyle {\mathit {Po}}={\frac {Q_{\mathrm {m} }l^{2}}{\lambda \Delta T}}} 																										
conservation of energy 	0	 {\displaystyle {\mathit {Bz}}={\frac {\rho vc_{p}}{\varepsilon \sigma T^{3}}}} 																										
conservation of energy 	0	 {\displaystyle {\mathit {Lo}}={\frac {\sigma \left(\Delta U\right)^{2}}{\lambda \Delta T}}} 																										
conservation of energy 	0	 {\displaystyle {\mathit {Bt}}={\frac {vl\sigma \mu }{\varepsilon _{\mathrm {r} }\mu _{\mathrm {r} }}}} 																										
conservation of energy 	0	 {\displaystyle p={\frac {{\boldsymbol {e}}_{\mathrm {n} }\cdot {\boldsymbol {F}}}{A}}} 																										
conservation of energy 	0	 {\displaystyle S=k\ln {W}} 																										
conservation of energy 	0	 {\displaystyle \Phi =\int \limits _{\mathrm {S} }{\boldsymbol {B}}\cdot {\boldsymbol {e}}_{\mathrm {n} }\mathrm {d} A} 																										
conservation of energy 	0	 {\displaystyle \mu =\Delta b/\Delta l} 																										
conservation of energy 	0	 {\displaystyle {\boldsymbol {m}}=I{\boldsymbol {e}}_{\mathrm {n} }A} 																										
conservation of energy 	0	 {\displaystyle A=-\sum {\nu _{\mathrm {B} }\mu _{\mathrm {B} }}} 																										
conservation of energy 	0	 {\displaystyle \Psi =\int \limits _{\mathrm {S} }{\boldsymbol {D}}\cdot {\boldsymbol {e}}_{\mathrm {n} }\mathrm {d} A} 																										
conservation of energy 	0	 {\displaystyle Z={\frac {p}{\rho R_{\mathrm {s} }T}}} 																										
conservation of energy 	0	 {\displaystyle \gamma _{\mathrm {B} }={\frac {a_{\mathrm {B} }}{b_{\mathrm {B} }/b^{!}}}} 																										
conservation of energy 	0	 {\displaystyle I_{D}=\int \limits _{\mathrm {S} }{\boldsymbol {J}}_{D}\cdot {\boldsymbol {e}}_{\mathrm {n} }\mathrm {d} A} 																										
conservation of energy 	0	 {\displaystyle {\tilde {p}}_{\mathrm {X} }=\lambda _{\mathrm {X} }\lim _{p\to 0}(p_{\mathrm {X} }/\lambda _{\mathrm {X} })} 																										
conservation of energy 	0	 {\displaystyle \xi ={\frac {n_{\mathrm {B} \,\mathrm {eq} }-n_{\mathrm {B} \,\mathrm {in} }}{\nu _{\mathrm {B} }}}} 																										
conservation of energy 	0	 {\displaystyle q_{V}=\iint \limits _{A}{\boldsymbol {v}}\cdot {\boldsymbol {e}}_{\mathrm {n} }\mathrm {d} a} 																										
conservation of energy 	0	 {\displaystyle q_{m}=\iint \limits _{A}{\boldsymbol {j}}_{m}\cdot {\boldsymbol {e}}_{\mathrm {n} }\mathrm {d} A} 																										
conservation of energy 	0	 {\displaystyle \mu =\lim _{n\rightarrow \infty }{\frac {\left|x_{n+1}-x^{*}\right|}{\left|x_{n}-x^{*}\right|^{q}}}} 																										
conservation of energy 	0	 {\displaystyle {\mathit {La}}={\frac {v}{\sqrt {\frac {R_{\mathrm {s} }T2\gamma }{\gamma +1}}}}} 																										
conservation of energy 	0	 {\displaystyle N_{mg}=B{\sqrt {\frac {l\sigma }{\eta v}}}} 																										
conservation of energy 	0	 {\displaystyle {\mathit {Ef}}={\frac {E}{vB}}} 																										
conservation of energy 	0	 {\displaystyle \lambda ={\frac {h}{p}}={\frac {h}{mv}}} 																										
conservation of energy 	0	 {\displaystyle {\mathit {Bz}}={\frac {\rho vc_{p}}{\varepsilon \sigma T^{3}}}} 																										
conservation of energy 	0	 {\displaystyle {\mathit {Sk}}={\frac {\varepsilon \sigma T^{3}l}{\lambda }}} 																										
conservation of energy 	0	 {\displaystyle {\mathit {Gr}}^{*}=-{\frac {l^{3}g\Delta x}{\rho \nu ^{2}}}\left({\frac {\partial \rho }{\partial x}}\right)_{T,p}} 																										
conservation of energy 	0	 {\displaystyle N_{mp}={\frac {2p\mu }{B^{2}}}} 																										
conservation of energy 	0	 {\displaystyle {\mathit {Lp}}={\frac {{\dot {m}}_{\mathrm {l} }}{{\dot {m}}_{\mathrm {g} }}}{\sqrt {\frac {\rho _{\mathrm {g} }}{\rho _{\mathrm {l} }}}}} 																										
conservation of energy 	0	 {\displaystyle {\mathit {Ar}}={\frac {gl^{3}}{\nu ^{2}}}\left({\frac {\rho _{\mathrm {b} }}{\rho }}-1\right)} 																										
conservation of energy 	0	 {\displaystyle {\boldsymbol {p}}=q({\boldsymbol {r}}_{+}-{\boldsymbol {r}}_{-})} 																										
conservation of energy 	0	 {\displaystyle {\mathit {Bo}}={\frac {a\rho l^{2}}{\gamma }}\left({\frac {\rho _{\mathrm {b} }}{\rho }}-1\right)} 																										
conservation of energy 	0	 {\displaystyle k={\frac {k'}{\rho }}} 																										
conservation of energy 	0	 {\displaystyle {\mathit {Ste}}={\frac {c_{p}\Delta T}{Q}}} 																										
conservation of energy 	0	 {\displaystyle {\mathit {De}}={\frac {t_{\mathrm {c} }}{t_{\mathrm {p} }}}} 																										
conservation of energy 	0	 {\displaystyle {\mathit {Mo}}={\frac {g\eta ^{4}}{\rho \gamma ^{3}}}\left({\frac {\rho _{\mathrm {b} }}{\rho }}-1\right)} 																										
conservation of energy 	0	 {\displaystyle {\mathit {Mg}}={\frac {l\Delta T}{\eta a}}{\frac {\mathrm {d} \gamma }{\mathrm {d} T}}} 																										
conservation of energy 	0	 {\displaystyle {\mathit {At}}={\frac {\rho _{1}-\rho _{2}}{\rho _{1}+\rho _{2}}}} 																										
conservation of energy 	0	 {\displaystyle {\mathit {Be}}_{S}={\frac {S(\Delta T)}{S(\Delta T)+S(\Delta p)}}} 																										
conservation of energy 	0	 {\displaystyle {\mathit {So}}={\frac {\eta n}{p}}\left({\frac {r}{c}}\right)^{2}} 																										
conservation of energy 	0	 {\displaystyle {\mathit {Po}}={\frac {Q_{\mathrm {m} }l^{2}}{\lambda \Delta T}}} 																										
conservation of energy 	0	 {\displaystyle {\mathit {Gr}}^{*}=-{\frac {l^{3}g\Delta x}{\rho \nu ^{2}}}\left({\frac {\partial \rho }{\partial x}}\right)_{T,p}} 																										
conservation of energy 	0	 {\displaystyle {\mathit {Nu}}^{*}={\frac {k'l}{\rho D}}} 																										
conservation of energy 	0	 {\displaystyle {\mathit {St}}^{*}={\frac {k'}{\rho v}}={\frac {{\mathit {Nu}}^{*}}{{\mathit {Pe}}^{*}}}} 																										
conservation of energy 	0	 {\displaystyle {\mathit {Gz}}^{*}={\frac {vd}{D}}={\frac {d}{l}}{\mathit {Pe}}^{*}} 																										
conservation of energy 	0	 {\displaystyle {\mathit {Ex}}={\frac {gd}{v^{2}}}\left(1-{\frac {\rho _{\mathrm {b} }}{\rho }}\right)} 																										
conservation of energy 	0	 {\displaystyle {\begin{array}{lcl}{\mathit {Ne}}={\frac {vl}{D^{*}}}\\D^{*}={\frac {D^{+}+D^{-}}{2}}\end{array}}} 																										
conservation of energy 	0	 {\displaystyle {\mathit {Co}}_{1}={\mathit {Co}}\,{\mathit {Rm}}} 																										
conservation of energy 	0	 {\displaystyle Z=I_{\mathrm {a} }/r_{\mathrm {Q} ,\mathrm {max} }} 																										
conservation of energy 	0	 {\displaystyle \varepsilon =\Delta l/l} 																										
conservation of energy 	0	 {\displaystyle \phi =p/p_{\mathrm {sat} }} 																										
conservation of energy 	0	 {\displaystyle {\mathit {Ca}}={\frac {T_{2}-T_{1}}{T_{2}}}} 																										
conservation of energy 	0	 {\displaystyle \phi =-{\frac {\ln {a_{\mathrm {A} }}}{M_{\mathrm {A} }\sum _{\mathrm {B} }b_{\mathrm {B} }}}} 																										
conservation of energy 	0	 {\displaystyle \Delta T=T-T_{\mathrm {r} }} 																										
conservation of energy 	0	 {\displaystyle \vartheta =\Delta V/V_{0}} 																										
conservation of energy 	0	 {\displaystyle F_{\mu }=\mu N} 																										
conservation of energy 	0	 {\displaystyle F_{\mathrm {t} \,\mathrm {max} }=\mu _{\mathrm {s} }N} 																										
conservation of energy 	0	 {\displaystyle h={\frac {q}{T_{\mathrm {s} }-T_{\mathrm {r} }}}} 																										
conservation of energy 	0	 {\displaystyle w=m/V} 																										
conservation of energy 	0	 {\displaystyle v=m/V} 																										
conservation of energy 	0	 {\displaystyle u=m/m_{\mathrm {d} }} 																										
conservation of energy 	0	 {\displaystyle r=m/m_{\mathrm {d} }} 																										
conservation of energy 	0	 {\displaystyle \phi =v/v_{\mathrm {sat} }} 																										
conservation of energy 	0	 {\displaystyle \Psi =r/r_{\mathrm {sat} }} 																										
conservation of energy 	0	 {\displaystyle f_{\mathrm {X} }={\frac {\lambda _{\mathrm {X} }}{\lambda _{\mathrm {X} }^{*}x_{\mathrm {X} }}}} 																										
conservation of energy 	0	 {\displaystyle \lambda _{\mathrm {X} }^{!}=\lambda _{\mathrm {X} }^{*}(p^{!})} 																										
conservation of energy 	0	 {\displaystyle a_{\mathrm {A} }=\lambda _{\mathrm {A} }/\lambda _{\mathrm {A} }^{*}} 																										
conservation of energy 	0	 {\displaystyle \lambda _{\mathrm {A} }^{!}=\lambda _{\mathrm {A} }^{*}(p^{!})} 																										
conservation of energy 	0	 {\displaystyle F=C_{\mathrm {rr} }N} 																										
conservation of energy 	0	 {\displaystyle 206.835-\left(1.015\times {\frac {n_{w}}{n_{st}}}\right)-\left(84.6-{\frac {n_{sy}}{n_{w}}}\right)} 																										
conservation of energy 	0	 {\displaystyle 0.39\times {\frac {n_{w}}{n_{st}}}+11.8\times {\frac {n_{sy}}{n_{w}}}-15.59} 																										
conservation of energy 	0	 {\displaystyle 1.043\times {\sqrt {n_{wsy\geq 3}}}\times {\frac {30}{n_{st}}}+3.1291} 																										
conservation of energy 	0	 {\displaystyle 0.1579\left({\frac {\mbox{difficult words}}{\mbox{words}}}\times 100\right)+0.0496\left({\frac {\mbox{words}}{\mbox{sentences}}}\right)} 																										
conservation of energy 	0	 {\displaystyle 5.88\times {\frac {n_{c}}{n_{w}}}+29.6\times {\frac {n_{st}}{n_{w}}}-15.8} 																										
conservation of energy 	0	 {\displaystyle 0.5\times {\frac {n_{w}}{n_{st}}}+4.71\times {\frac {n_{c}}{n_{w}}}-21.34} 																										
conservation of energy 	0	 {\displaystyle 0.4\times \left({\frac {n_{w}}{n_{st}}}+100\times {\frac {n_{wsy\geq 3}}{n_{w}}}\right)} 																										
conservation of energy 	0	 {\displaystyle {\frac {n_{w}}{n_{st}}}+{\frac {100\times n_{wsy\geq 7}}{n_{w}}}} 																										
conservation of energy 	0	 {\displaystyle 20.43-0.11\times {\frac {n_{wsy=1}\times 150}{n_{w}\times 10}}} 																										
conservation of energy 	0	 {\displaystyle f^{call}\left(S_{T},k\right)=\left(S_{T}-k\right)^{+}} 																										
conservation of energy 	0	 {\displaystyle f^{put}\left(S_{T},k\right)=\left(k-S_{T}\right)^{+}} 																										
conservation of energy 	0	 {\displaystyle f_{T}=S_{T}-S_{0}-\left(S_{T}-K\right)^{+}+C=K-S_{0}-\left(K-S_{T}\right)^{+}+C} 																										
conservation of energy 	0	 {\displaystyle S_{*}=S_{0}-C} 																										
conservation of energy 	0	 {\displaystyle P_{max}=K-S_{0}+C} 																										
conservation of energy 	0	 {\displaystyle L_{max}=S_{0}-C} 																										
conservation of energy 	0	 {\displaystyle \eta _{\mathrm {max} }=1-{\frac {T_{\mathrm {c} }}{T_{\mathrm {h} }}}} 																										
conservation of energy 	0	 {\displaystyle R_{\mathrm {s} }={\frac {k}{m}}} 																										
conservation of energy 	0	 {\displaystyle R_{\mathrm {s} }={\frac {R}{M}}} 																										
conservation of energy 	0	 {\displaystyle {\frac {\left(100-{\frac {100\times n_{wsy\leq 2}}{n_{w}}}\right)+\left(3\times {\frac {100\times n_{wsy\geq 3}}{n_{w}}}\right)}{100\times {\frac {n_{st}}{n_{w}}}}}} 																										
conservation of energy 	0	 {\displaystyle {\frac {n_{w}}{n_{st}}}\times 10\times {\frac {n_{wsy\geq 2}}{n_{w}}}} 																										
conservation of energy 	0	 {\displaystyle {\frac {n_{wsy\geq 7}}{n_{st}}}} 																										
conservation of energy 	0	 {\displaystyle {\frac {n_{c}}{n_{w}}}\times {\frac {n_{w}}{n_{st}}}} 																										
conservation of energy 	0	 {\displaystyle \sum {\nu _{\mathrm {B} }}=0} 																										
conservation of energy 	0	 {\displaystyle K^{!}=\prod _{\mathrm {B} }{\left(\lambda _{\mathrm {B} }^{!}\right)^{-\nu _{\mathrm {B} }}}} 																										
conservation of energy 	0	 {\displaystyle K_{p}=\prod _{\mathrm {B} }{\left(p_{\mathrm {B} }\right)^{\nu _{\mathrm {B} }}}} 																										
conservation of energy 	0	 {\displaystyle \Xi =\sum _{N_{\mathrm {A} },N_{\mathrm {B} },...}{Z(N_{\mathrm {A} },N_{\mathrm {B} },...)\lambda _{\mathrm {A} }^{N_{\mathrm {A} }}\lambda _{\mathrm {B} }^{N_{\mathrm {B} }}...}} 																										
conservation of energy 	0	 {\displaystyle f_{T}=S_{0}-S_{T}-\left(K-S_{T}\right)^{+}+C=S_{0}-K-\left(S_{T}-K\right)^{+}+C} 																										
conservation of energy 	0	 {\displaystyle S_{*}=S_{0}+C} 																										
conservation of energy 	0	 {\displaystyle P_{max}=S_{0}-K+C} 																										
conservation of energy 	0	 {\displaystyle f_{T}=S_{T}-S_{0}+\left(K-S_{T}\right)^{+}-D=K-S_{0}+\left(S_{T}-K\right)^{+}-D} 																										
conservation of energy 	0	 {\displaystyle S_{*}=S_{0}+D} 																										
conservation of energy 	0	 {\displaystyle L_{max}=S_{0}-K+D} 																										
conservation of energy 	0	 {\displaystyle f_{T}=S_{0}-S_{T}+\left(S_{T}-K\right)^{+}-D=S_{0}-K+\left(K-S_{T}\right)^{+}-D} 																										
conservation of energy 	0	 {\displaystyle S_{*}=S_{0}-D} 																										
conservation of energy 	0	 {\displaystyle P_{max}=S_{0}-D} 																										
conservation of energy 	0	 {\displaystyle L_{max}=K-S_{0}+D} 																										
conservation of energy 	0	 {\displaystyle q:0&lt	\lim _{n\rightarrow \infty }{\frac {\left|x_{n+1}-x^{*}\right|}{\left|x_{n}-x^{*}\right|^{q}}}&lt	\infty } 																								
conservation of momentum 	0	 {\displaystyle {\underline {Z}}={\underline {U}}/{\underline {I}}} 																										
conservation of momentum 	0	 {\displaystyle {\tilde {H}}_{q}(Y)={\begin{cases}\mathbb {Z} ,\quad q=n-k\\0,\quad {\text{otherwise}}.\end{cases}}} 																										
